Extension,File_Size,Entropy,Mime_Type,Is_Executable,Threat
jar,35469721,6.25,application/java-archive,1,Malware
rar,70649939,6.79,application/x-rar-compressed,0,Suspicious
docm,42186311,4.1,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pptm,74470057,5.93,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
ps1,34320409,6.59,text/plain,1,Malware
scr,30572435,6.03,application/x-dosexec,1,Malware
xlsm,43787609,6.93,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
ps1,33176155,7.12,text/plain,1,Malware
vbs,1211739,7.09,text/plain,1,Malware
exe,35757262,5.99,application/x-dosexec,1,Malware
scr,20025650,6.03,application/x-dosexec,1,Malware
jar,42029758,6.92,application/java-archive,1,Malware
gif,1377849,3.92,image/gif,0,Benign
pdf,6817726,3.81,application/pdf,0,Benign
docx,2127321,3.96,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
iso,21264118,4.88,application/x-iso9660-image,0,Suspicious
docm,71587264,5.87,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
7z,53182405,5.98,application/x-7z-compressed,0,Suspicious
pdf,2125765,4.07,application/pdf,0,Benign
pptm,73942538,4.27,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
png,6957227,4.12,image/png,0,Benign
txt,6285790,3.74,text/plain,0,Benign
dll,11613479,7.97,application/x-msdownload,1,Malware
7z,66431101,7,application/x-7z-compressed,0,Suspicious
pptx,2246252,4.69,application/vnd.ms-powerpoint,0,Benign
pdf,6477005,4.25,application/pdf,0,Benign
pdf,5947109,3.27,application/pdf,0,Benign
pdf,6918886,2.26,application/pdf,0,Benign
xlsm,55239224,6.59,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
scr,22141139,6.12,application/x-dosexec,1,Malware
rar,68788363,6.29,application/x-rar-compressed,0,Suspicious
txt,5024184,5.03,text/plain,0,Benign
ps1,28184327,6.17,text/plain,1,Malware
png,3559880,2.3,image/png,0,Benign
rar,46775119,4.18,application/x-rar-compressed,0,Suspicious
bat,34752046,6.65,text/plain,1,Malware
xlsm,78799267,6.57,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
txt,4844878,4.24,text/plain,0,Benign
png,1794278,5.76,image/png,0,Benign
ps1,18102430,5.18,text/plain,1,Malware
ps1,27575867,7.98,text/plain,1,Malware
rar,24430632,5.45,application/x-rar-compressed,0,Suspicious
js,18672799,6.79,application/javascript,1,Malware
rar,45668442,5.77,application/x-rar-compressed,0,Suspicious
xlsx,3778272,4.85,application/vnd.ms-excel.sheet,0,Benign
pptx,903490,4.56,application/vnd.ms-powerpoint,0,Benign
docm,13900759,5.28,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
docx,1385355,5.19,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
jar,42195040,6.36,application/java-archive,1,Malware
scr,39117012,7.08,application/x-dosexec,1,Malware
jar,49886111,6.71,application/java-archive,1,Malware
gif,12649,2.96,image/gif,0,Benign
exe,2077227,6.2,application/x-dosexec,1,Malware
7z,482068,4.35,application/x-7z-compressed,0,Suspicious
jpg,5318872,3.73,image/jpeg,0,Benign
docx,2005552,4.67,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
7z,45903039,6.72,application/x-7z-compressed,0,Suspicious
js,4040454,5.06,application/javascript,1,Malware
rar,3087765,4.25,application/x-rar-compressed,0,Suspicious
png,1922170,1.23,image/png,0,Benign
bat,1446029,6.74,text/plain,1,Malware
zip,14241877,7.1,application/zip,0,Suspicious
scr,17133151,7.73,application/x-dosexec,1,Malware
txt,5071395,4.69,text/plain,0,Benign
zip,55471615,5.15,application/zip,0,Suspicious
csv,4389197,4.25,text/csv,0,Benign
vbs,24669829,7,text/plain,1,Malware
gif,3561229,3.06,image/gif,0,Benign
gif,2034941,4.49,image/gif,0,Benign
xlsx,806401,1.24,application/vnd.ms-excel.sheet,0,Benign
png,6836561,4.01,image/png,0,Benign
gif,22389,2.95,image/gif,0,Benign
docm,8871973,6.26,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
bat,14652564,5.22,text/plain,1,Malware
jpg,3049815,2.48,image/jpeg,0,Benign
zip,22846904,5.23,application/zip,0,Suspicious
vbs,40648492,7.04,text/plain,1,Malware
apk,49142047,7,application/vnd.android.package-archive,1,Malware
bat,44102996,6.05,text/plain,1,Malware
jpg,2238127,3.96,image/jpeg,0,Benign
dll,745589,7.27,application/x-msdownload,1,Malware
scr,22731268,5.27,application/x-dosexec,1,Malware
7z,36217497,4.64,application/x-7z-compressed,0,Suspicious
docx,2559526,3.34,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
xlsx,3533489,1.7,application/vnd.ms-excel.sheet,0,Benign
iso,26559185,5.39,application/x-iso9660-image,0,Suspicious
docx,4508502,6.14,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pptm,71878928,6.53,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
bat,665897,7.4,text/plain,1,Malware
xlsx,5557418,4.44,application/vnd.ms-excel.sheet,0,Benign
csv,5586570,4.46,text/csv,0,Benign
txt,5909731,3.72,text/plain,0,Benign
pdf,7135138,5.26,application/pdf,0,Benign
js,14065131,6.21,application/javascript,1,Malware
docm,54092502,5.84,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsm,79277352,5.57,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
docx,4103688,2.38,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
apk,9181751,5.26,application/vnd.android.package-archive,1,Malware
iso,26497434,4.95,application/x-iso9660-image,0,Suspicious
docx,2644722,3.37,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
xlsx,4638719,4.67,application/vnd.ms-excel.sheet,0,Benign
vbs,48223116,7.96,text/plain,1,Malware
csv,6978172,3,text/csv,0,Benign
apk,307948,7.63,application/vnd.android.package-archive,1,Malware
exe,31650901,7.29,application/x-dosexec,1,Malware
csv,352648,2.16,text/csv,0,Benign
txt,7932140,2.12,text/plain,0,Benign
gif,5536464,4.69,image/gif,0,Benign
txt,6665924,1.49,text/plain,0,Benign
txt,1343419,4.02,text/plain,0,Benign
gif,1408335,3.18,image/gif,0,Benign
exe,37941563,5.87,application/x-dosexec,1,Malware
xlsm,25801156,5.24,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
ps1,40316370,5.68,text/plain,1,Malware
ps1,4730010,7.75,text/plain,1,Malware
csv,6274153,3.76,text/csv,0,Benign
zip,11707195,4.98,application/zip,0,Suspicious
docm,8269303,6.05,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
exe,44647410,6.53,application/x-dosexec,1,Malware
dll,35251024,7.37,application/x-msdownload,1,Malware
js,31886144,6.17,application/javascript,1,Malware
rar,16143867,4.45,application/x-rar-compressed,0,Suspicious
xlsm,32333674,4.57,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsx,7603031,3.09,application/vnd.ms-excel.sheet,0,Benign
docx,7742150,1.99,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pptm,30668781,7.09,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
7z,59042685,4.26,application/x-7z-compressed,0,Suspicious
pptx,3007865,2.66,application/vnd.ms-powerpoint,0,Benign
jpg,4539151,3.94,image/jpeg,0,Benign
rar,26368707,6.24,application/x-rar-compressed,0,Suspicious
csv,1648786,4.31,text/csv,0,Benign
csv,7831003,4.42,text/csv,0,Benign
7z,55191235,5.62,application/x-7z-compressed,0,Suspicious
bat,19109222,6.02,text/plain,1,Malware
rar,17042764,4.45,application/x-rar-compressed,0,Suspicious
bat,40190515,7.31,text/plain,1,Malware
rar,21156021,4.73,application/x-rar-compressed,0,Suspicious
pptx,7857919,1.25,application/vnd.ms-powerpoint,0,Benign
pdf,3449421,2.76,application/pdf,0,Benign
bat,48875956,6.91,text/plain,1,Malware
gif,3431846,3.75,image/gif,0,Benign
vbs,10486102,6.54,text/plain,1,Malware
js,49080353,7.69,application/javascript,1,Malware
exe,36322297,7.13,application/x-dosexec,1,Malware
exe,29118118,6.31,application/x-dosexec,1,Malware
bat,43236939,7.12,text/plain,1,Malware
js,34227829,7.35,application/javascript,1,Malware
zip,29934542,4.6,application/zip,0,Suspicious
docm,24243923,4.77,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
scr,7165939,6.98,application/x-dosexec,1,Malware
xlsm,65789047,4.91,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jar,9911258,7.87,application/java-archive,1,Malware
xlsm,40993912,5.07,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
gif,6116762,4.23,image/gif,0,Benign
vbs,28834825,5.55,text/plain,1,Malware
js,912601,6.61,application/javascript,1,Malware
exe,34151515,5.93,application/x-dosexec,1,Malware
7z,67313509,5.89,application/x-7z-compressed,0,Suspicious
iso,57622115,6.94,application/x-iso9660-image,0,Suspicious
iso,25084394,5.13,application/x-iso9660-image,0,Suspicious
xlsx,3229322,4.73,application/vnd.ms-excel.sheet,0,Benign
bat,15638758,6.25,text/plain,1,Malware
ps1,40546266,5.91,text/plain,1,Malware
gif,686674,2.23,image/gif,0,Benign
bat,29585867,7.98,text/plain,1,Malware
pptx,2027150,1.87,application/vnd.ms-powerpoint,0,Benign
docx,5929906,1.92,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
scr,45212409,6.51,application/x-dosexec,1,Malware
vbs,44732110,6.12,text/plain,1,Malware
pptx,4936900,4.76,application/vnd.ms-powerpoint,0,Benign
gif,7104822,2.47,image/gif,0,Benign
xlsx,1816318,4.63,application/vnd.ms-excel.sheet,0,Benign
jar,2593682,6.83,application/java-archive,1,Malware
exe,14941082,6.98,application/x-dosexec,1,Malware
txt,4288561,4.23,text/plain,0,Benign
apk,20734496,7.69,application/vnd.android.package-archive,1,Malware
docx,78127,3.53,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
iso,47706684,5.27,application/x-iso9660-image,0,Suspicious
jar,26219162,7.53,application/java-archive,1,Malware
jar,48666489,7.78,application/java-archive,1,Malware
txt,6531373,4.5,text/plain,0,Benign
pptm,57437624,5.11,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pptx,5469802,4.56,application/vnd.ms-powerpoint,0,Benign
gif,2490051,1.67,image/gif,0,Benign
txt,1817763,4.33,text/plain,0,Benign
jar,26313180,6.85,application/java-archive,1,Malware
txt,180267,2.22,text/plain,0,Benign
iso,54637175,5.18,application/x-iso9660-image,0,Suspicious
csv,6794070,2.49,text/csv,0,Benign
7z,14213880,6.48,application/x-7z-compressed,0,Suspicious
gif,4543884,3.83,image/gif,0,Benign
gif,6275312,3.17,image/gif,0,Benign
iso,62870884,6.2,application/x-iso9660-image,0,Suspicious
jar,24995819,7.26,application/java-archive,1,Malware
txt,6600069,2.31,text/plain,0,Benign
ps1,37575027,5.35,text/plain,1,Malware
gif,6848913,4.41,image/gif,0,Benign
gif,7688412,3.58,image/gif,0,Benign
exe,24165056,5.94,application/x-dosexec,1,Malware
csv,3748638,6.01,text/csv,0,Benign
pptm,32411416,6.83,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
xlsm,36421703,5.91,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
dll,48911632,6.15,application/x-msdownload,1,Malware
rar,13687951,6.76,application/x-rar-compressed,0,Suspicious
rar,76757072,5.93,application/x-rar-compressed,0,Suspicious
docx,3142686,1.91,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
jpg,7437736,2.82,image/jpeg,0,Benign
png,6483078,1.47,image/png,0,Benign
jpg,1945627,6.25,image/jpeg,0,Benign
7z,65949468,6,application/x-7z-compressed,0,Suspicious
docm,58768262,4.09,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pptm,25192990,4.33,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
scr,9978585,6.84,application/x-dosexec,1,Malware
apk,4495479,7.73,application/vnd.android.package-archive,1,Malware
scr,21169198,6.96,application/x-dosexec,1,Malware
zip,30864825,5.9,application/zip,0,Suspicious
scr,29865004,7.16,application/x-dosexec,1,Malware
apk,45335661,7.44,application/vnd.android.package-archive,1,Malware
csv,2890628,3.95,text/csv,0,Benign
zip,17767771,4.58,application/zip,0,Suspicious
rar,43554464,5.02,application/x-rar-compressed,0,Suspicious
scr,36533731,5.29,application/x-dosexec,1,Malware
xlsx,1724066,4.07,application/vnd.ms-excel.sheet,0,Benign
gif,5003802,2.35,image/gif,0,Benign
zip,49508486,4.17,application/zip,0,Suspicious
vbs,38288515,7.81,text/plain,1,Malware
xlsm,73317962,4.96,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pdf,7271785,3.81,application/pdf,0,Benign
bat,41424650,6.92,text/plain,1,Malware
txt,5614663,2.69,text/plain,0,Benign
7z,62338534,5.49,application/x-7z-compressed,0,Suspicious
scr,11534185,6.43,application/x-dosexec,1,Malware
rar,58930549,5.38,application/x-rar-compressed,0,Suspicious
pptx,1543127,2.21,application/vnd.ms-powerpoint,0,Benign
apk,21228011,6.92,application/vnd.android.package-archive,1,Malware
rar,79559028,5.49,application/x-rar-compressed,0,Suspicious
pptm,16185587,7.09,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
jpg,2651260,1.9,image/jpeg,0,Benign
dll,17137603,5.48,application/x-msdownload,1,Malware
docm,61865657,5.88,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
docx,7689026,1.4,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
csv,7452983,2.1,text/csv,0,Benign
pdf,952892,2.54,application/pdf,0,Benign
7z,40309345,6.53,application/x-7z-compressed,0,Suspicious
csv,2040659,2.12,text/csv,0,Benign
rar,57735856,4.94,application/x-rar-compressed,0,Suspicious
docx,5305745,4.39,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
rar,73090234,6.81,application/x-rar-compressed,0,Suspicious
vbs,42083877,6.47,text/plain,1,Malware
gif,5488540,2.83,image/gif,0,Benign
docm,19123941,4.23,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
csv,7629547,3.29,text/csv,0,Benign
exe,36860648,5.82,application/x-dosexec,1,Malware
ps1,31137511,7.75,text/plain,1,Malware
pptx,2552660,1.24,application/vnd.ms-powerpoint,0,Benign
zip,59153472,5.22,application/zip,0,Suspicious
csv,12254,6.21,text/csv,0,Benign
apk,37773660,7.7,application/vnd.android.package-archive,1,Malware
jar,23366243,7.66,application/java-archive,1,Malware
docm,59283622,6.29,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
zip,52000014,4.8,application/zip,0,Suspicious
jar,35320833,6.18,application/java-archive,1,Malware
vbs,18776338,6.89,text/plain,1,Malware
zip,45081160,7.19,application/zip,0,Suspicious
js,8569646,5.12,application/javascript,1,Malware
gif,4855602,4.44,image/gif,0,Benign
js,41237068,7.41,application/javascript,1,Malware
png,5921999,1.99,image/png,0,Benign
ps1,11382554,7.29,text/plain,1,Malware
png,2289098,3.84,image/png,0,Benign
pdf,495866,4.4,application/pdf,0,Benign
xlsm,43078050,3.98,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
docm,11238230,5.48,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pptm,11976613,5.99,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
png,6984709,3.65,image/png,0,Benign
ps1,39726032,7.56,text/plain,1,Malware
bat,9731400,7.88,text/plain,1,Malware
jpg,4132866,4.17,image/jpeg,0,Benign
pptx,5713763,3.9,application/vnd.ms-powerpoint,0,Benign
png,2455175,1.86,image/png,0,Benign
dll,12518712,7.28,application/x-msdownload,1,Malware
rar,53303740,4.05,application/x-rar-compressed,0,Suspicious
rar,10081683,3.91,application/x-rar-compressed,0,Suspicious
jpg,1869766,2.75,image/jpeg,0,Benign
iso,31261831,6.51,application/x-iso9660-image,0,Suspicious
scr,29941178,5.15,application/x-dosexec,1,Malware
jpg,942656,4.24,image/jpeg,0,Benign
docm,32578640,7.22,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
gif,1106008,2.35,image/gif,0,Benign
7z,1681120,5.58,application/x-7z-compressed,0,Suspicious
iso,27994488,6.85,application/x-iso9660-image,0,Suspicious
exe,2386829,8,application/x-dosexec,1,Malware
gif,3220966,3.79,image/gif,0,Benign
docm,53560233,4.44,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
zip,35253676,5.68,application/zip,0,Suspicious
gif,4456139,4.56,image/gif,0,Benign
jar,29332254,7.47,application/java-archive,1,Malware
txt,5245738,4.16,text/plain,0,Benign
bat,2384969,7.56,text/plain,1,Malware
jar,20610204,5.79,application/java-archive,1,Malware
pptx,842119,2.42,application/vnd.ms-powerpoint,0,Benign
xlsx,2023050,4.06,application/vnd.ms-excel.sheet,0,Benign
jpg,6857862,4.43,image/jpeg,0,Benign
iso,53339851,6.24,application/x-iso9660-image,0,Suspicious
7z,12233990,5.84,application/x-7z-compressed,0,Suspicious
docx,6903649,1.34,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
png,2883529,1.52,image/png,0,Benign
png,6417726,3.18,image/png,0,Benign
docx,67444,2.37,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
exe,27806508,6.83,application/x-dosexec,1,Malware
xlsm,6280267,7.43,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
exe,47514885,7.17,application/x-dosexec,1,Malware
iso,62807483,4.96,application/x-iso9660-image,0,Suspicious
ps1,43898586,6.4,text/plain,1,Malware
xlsm,19279049,6.09,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
zip,2913358,5.06,application/zip,0,Suspicious
docm,56754388,4.43,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
png,7652014,1.46,image/png,0,Benign
png,1962649,2.58,image/png,0,Benign
pptm,36063552,6.25,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pptm,57253697,5.62,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
txt,3654625,2.36,text/plain,0,Benign
vbs,2788949,5.31,text/plain,1,Malware
txt,4515737,6.18,text/plain,0,Benign
iso,60957503,6.1,application/x-iso9660-image,0,Suspicious
apk,46559606,7.21,application/vnd.android.package-archive,1,Malware
dll,28976564,7.1,application/x-msdownload,1,Malware
docx,3828045,3.48,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pptx,4819708,3.87,application/vnd.ms-powerpoint,0,Benign
iso,41027729,4.85,application/x-iso9660-image,0,Suspicious
xlsx,3547397,2.05,application/vnd.ms-excel.sheet,0,Benign
png,1657444,4.59,image/png,0,Benign
js,19313873,7.26,application/javascript,1,Malware
xlsx,3370270,1.71,application/vnd.ms-excel.sheet,0,Benign
jpg,7744287,4.71,image/jpeg,0,Benign
scr,29673048,7.33,application/x-dosexec,1,Malware
docm,25900936,6.64,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsx,7027546,2.19,application/vnd.ms-excel.sheet,0,Benign
rar,14915737,4.09,application/x-rar-compressed,0,Suspicious
xlsm,15852797,4.71,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
exe,366405,7.07,application/x-dosexec,1,Malware
zip,56516182,5.09,application/zip,0,Suspicious
txt,715273,4.1,text/plain,0,Benign
zip,11396797,4.13,application/zip,0,Suspicious
ps1,13622012,5.83,text/plain,1,Malware
rar,8271095,5.49,application/x-rar-compressed,0,Suspicious
pdf,3727810,1.6,application/pdf,0,Benign
apk,34287216,6.39,application/vnd.android.package-archive,1,Malware
scr,30198368,5.33,application/x-dosexec,1,Malware
pdf,4172000,2.91,application/pdf,0,Benign
docm,67507192,4.84,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jpg,216557,2.76,image/jpeg,0,Benign
js,27658495,6.99,application/javascript,1,Malware
pptm,39726826,5.86,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
